Name,City,Attachments,Status,Gender,Your city,Employment status,Your employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Have you completed your higher education in Germany?,Your main technology,Just a few more general questions,Company size,Annual Brutto salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",About you (anonymously),Working hours per week
,Berlin,,,,,Full-time employee,,Backend Developer,,8,4,Senior,,C# / .NET,"PHP,Javascript / Typescript,Angular,.NET,SQL,Docker",2,English,No,,,1000+,78000,78000,65000,27,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,7,3,Senior,,JavaScript / Typescript,NodeJS,,English,Yes,,,101-1000,68000,68000,,26,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,13,4,Senior,,C / C++,"Go,Ruby,C / C++",0,English,No,,,101-1000,90000,90000,90000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,9,3,Lead,,Python,"Python,Go,AWS,Kubernetes,Terraform,Docker",0,English,No,,,101-1000,105000,105000,78000,26,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,20,6,Senior,,Scala,"Python,Java / Scala,Kotlin,Kubernetes",6,English,No,,,1000+,86000,86400,82000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,16,6,Senior,,C# / .NET,"SQL,C# / .NET core,AWS,Azure,Docker",3,English,No,,,101-1000,62000,0,0,27,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,5,Middle,,Java,"Java / Scala,Google Cloud",0,English,Yes,,,1000+,85000,102000,88000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,10,4,Senior,,Other,"Python,Kubernetes,Terraform,Docker,Azure,Google Cloud,AWS",0,"English,German,Russian",No,aws,,1000+,80000,85000,74000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,3,1,Junior,,Java,"Kotlin,NodeJS",0,"English,German",No,,,1000+,45000,45000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,5,5,Middle,,Python,"Java / Scala,Kotlin,AWS,Docker",2,"German,English",Yes,,,1000+,75000,75000,70000,30,,,,,,
,Berlin,,,,,Full-time employee,,Other,Information security manager,15,0,Senior,,Other,Other,,English,No,,,101-1000,85000,97000,60000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,4,Lead,,JavaScript / Typescript,"Java / Scala, React,NodeJS,Kubernetes,Terraform,Docker",2,"English,German,Russian",No,,,1000+,83200,83200,80000,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,5,2,Senior,,Other,,2,"English,Russian,German",No,,,51-100,53000,53000,49000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,15,3,Lead,,Java,"Kotlin, React,Javascript / Typescript,PHP,Terraform,Kubernetes,Docker,AWS",0,English,No,,,101-1000,96000,96000,97000,26,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,4,2,Middle,,Java,Kotlin,0,English,No,,,101-1000,87000,110000,77000,30,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,8,2,Senior,,JavaScript / Typescript," React,Docker,Java / Scala",2,English,No,,,1000+,80000,0,75000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,11,3,Lead,,JavaScript / Typescript," React,NodeJS,SQL,AWS,Docker",0,"English,Russian",No,,,101-1000,85000,90000,72000,24,,,,,,
,Berlin,,,,,Full-time employee,,Other,Data Analyst,7,3,Senior,,SQL,"Python,R",3,"English,German,Russian",No,,,51-100,43200,43200,39600,24,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,8,2,Senior,,NodeJS,"C# / .NET core,Javascript / Typescript,PHP,.NET,SQL,Azure,Docker,Kubernetes",0,English,No,,,101-1000,80000,82000,70000,25,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,2,Senior,,C# / .NET,"Python,C# / .NET core,Javascript / Typescript,.NET,Azure,Kubernetes,Terraform,Docker,Other",2,"English,Russian",No,,,11-50,75000,82500,,25,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,8,3,Middle,,Java,"Javascript / Typescript,Angular,NodeJS",1,"Russian,English",No,,,101-1000,75000,78600,60000,29,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,10,5,Senior,,Other,"Python,Javascript / Typescript,NodeJS,SQL,AWS,Terraform,Docker,Other",,English,No,,,101-1000,68000,68000,65000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,8,1,Lead,,NodeJS,"Javascript / Typescript, React",5,English,No,,,1000+,88000,88000,80000,28,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,8,3,Senior,,Ruby,"Javascript / Typescript,Go,AWS",3,English,No,,,up to 10,78000,0,0,25,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,12,6,Senior,,JavaScript / Typescript,Angular,4,English,No,,,101-1000,85000,85000,85000,30,,,,,,
,Berlin,,,,,Working student,,Other,It-consultant ,5,2,Junior,,SAP / ABAP,,1,"English,German,Russian",Yes,,,1000+,1300,1300,,24,,,,,,
,Berlin,,,,,Full-time employee,,Mobile Developer,,17,2,Senior,,Swift,"Ruby,Javascript / Typescript,Kotlin",0,"English,Russian",No,,,101-1000,70000,70000,65000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software / Solutions Architect,,14,6,Lead,,Java,"Java / Scala,Python,SQL,Kubernetes,Google Cloud,Docker",6,English,No,,,101-1000,79000,79000,79000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,6,Lead,,Kotlin,"Java / Scala,Javascript / Typescript,SQL,NodeJS,AWS,Kubernetes,Docker",1,"English,Russian",No,,,51-100,82000,82000,80000,25,,,,,,
,Berlin,,,,,Self-employed (freelancer),,Mobile Developer,,8,8,Senior,,Kotlin,,1,English,No,,,1000+,,,,,90,250,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,5,3,Middle,,Kotlin,"Java / Scala,Javascript / Typescript, React",3,English,No,,,1000+,76000,76000,71000,29,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,13,3,Lead,,Python,"Python,Java / Scala,SQL,Terraform,AWS,Docker,Kubernetes",0,English,No,,,101-1000,100000,150000,80000,26,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,8,5,,,Python,,1,English,No,,,101-1000,60000,65000,,25,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,14,1,Lead,,JavaScript / Typescript,"NodeJS,AWS, React",1,English,No,,,101-1000,85000,85000,85000,32,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,3,0,Middle,,Java,,0,"English,Russian",No,,,1000+,57000,57000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,8,4,Middle,,Ruby," React,Kubernetes,Docker",0,English,No,,,1000+,64000,0,60000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,16,9,Lead,,Python,"Kotlin,Swift,Kubernetes,Docker,Terraform,Google Cloud",1,"English,German",No,,,1000+,87000,0,72000,28,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,0,0,Middle,,Python,,0,English,No,,,11-50,65000,65000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,4,2,Middle,,Python,"AWS,Java / Scala",0,"English,Russian",No,,,1000+,85000,10000,0,28,,,,,,
,Berlin,,,,,Working student,,Data Scientist,,1,1,Junior,,Python,"AWS,C / C++",0,"English,German",Yes,,,11-50,12000,14000,,8,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,3,3,Middle,,JavaScript / Typescript," React,NodeJS",3,"English,German,Russian",Yes,,,101-1000,60000,60000,50000,Unlimited ,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,9,4,Senior,,JavaScript / Typescript,"Python, React,NodeJS",0,English,No,,,11-50,85000,85000,80000,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,6,1,Senior,,Ruby,Javascript / Typescript,1,"English,Russian",No,,,1000+,68000,68000,65000,28,,,,,,
,Berlin,,,,,Full-time employee,,Head / Principal / VP,,23,16,Head,,SQL,"Python,SQL,AWS,Google Cloud,Docker",0,"English,German,Russian",No,,,101-1000,120000,120000,115000,30,,,,,,
,Berlin,,,,,Self-employed (freelancer),,Tech Lead / Team Lead,,11,6,Lead,,JavaScript / Typescript, React,1,English,No,,,1000+,,,,,90,2250,30,0,,
,Berlin,,,,,Full-time employee,,Other,Brand Designer,12,25,Middle,,Other,,0,English,No,--,,101-1000,55000,55000,32000,30,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,12,6,Head,,Other,"Python,Kubernetes,Docker",3,English,Yes,2,,1000+,130000,240000,190000,28,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,1,1,Middle,,JavaScript / Typescript,,1,"English,Russian",No,,,up to 10,72000,72000,,21,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,21,2,Senior,,Python,"AWS,Docker",0,English,No,,,101-1000,90000,0,10000,28,,,,,,
,Berlin,,,,,Full-time employee,,Other,Data Analyst,5,3,Middle,,SQL,Python,1,English,No,,,101-1000,64000,64000,61500,27,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,11,0,Middle,,PHP,"NodeJS,SQL,Docker,AWS",0,English,No,,,51-100,57000,57000,,26,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,7,3,Senior,,Java,"AWS,Terraform,Docker,SQL",0,"English,Russian",No,,,101-1000,78000,78000,75000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,1,Lead,,Python,"Ruby,AWS,Docker",5,English,No,,,51-100,80000,80000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Other,Support Engineer,11,5,Senior,,PHP,"AWS,Terraform,Docker",5,"English,German,Russian",No,,,101-1000,68000,68000,60000,Unlimited,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,9,2,Senior,,PHP,"SQL,Go,Docker,Kubernetes",1,English,No,,,101-1000,73500,73500,,26,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,3,3,Middle,,Python,Javascript / Typescript,2,English,Yes,,,up to 10,45000,30000,,Unlimited,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,2,Senior,,JavaScript / Typescript,"Python,Kotlin,C# / .NET core, React,NodeJS,SQL",0,English,No,,,1000+,80000,110000,77000,31,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,1,1,Junior,,Other,,,English,Yes,,,1000+,45000,0,,,,,,,,
,Berlin,,,,,Full-time employee,,Head / Principal / VP,,20,7,Head,,Java,,2,English,Yes,,,1000+,113000,113000,113000,30,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,10,6,Senior,,Python,AWS,2,English,No,,,1000+,105000,115000,,30,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,4,4,Middle,,Java,"Python,AWS,Terraform,SQL",0,English,No,,,1000+,80000,125000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Head / Principal / VP,,10,6,Head,,Other,,3,English,No,,,1000+,115000,150000,,28,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,3,0,Middle,,Python,"SQL,AWS",0,English,No,,,101-1000,64000,64000,,28,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,6,6,Lead,,Python,"SQL,AWS,Terraform,Docker",3,"German,English",No,,,51-100,72000,0,4000,28,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,5,3,Middle,,Python,Docker,0,English,Yes,,,1000+,56000,64000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Other,Marketing manager,5,2,Senior,,Other,,0,English,No,Not applicable,,1000+,56000,56000,49500,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,3,Lead,,PHP,"Docker,Terraform,AWS,Go",3,"English,Russian",No,,,1000+,75000,75000,68000,30,,,,,,
,Berlin,,,,,Part-time employee,,Other,Data Manager ,0,0,Junior,,SQL,"Python,Google Cloud",0,"German,English",No,,,101-1000,39000,0,0,21,,,,,,32
,Berlin,,,,,Full-time employee,,Backend Developer,,9,1,Senior,,Go,"SQL,Google Cloud,Kubernetes,Terraform,Docker",1,English,No,,,11-50,95000,120000,100000,25,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,6,2,Lead,,Other,,0,English,No,,,101-1000,85000,100000,75000,28,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,8,8,Senior,,Python,SQL,0,English,No,,,1000+,75000,75000,65000,26,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,3,1,Senior,,SQL,"Python,SQL,Google Cloud,AWS",0,English,No,,,51-100,55000,55000,,24,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,2,2,Middle,,JavaScript / Typescript,"NodeJS,AWS,Azure",1,English,No,,,up to 10,60000,60000,50000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,9,0,Senior,,Scala," React,Kubernetes,Terraform,Docker,AWS,Java / Scala",1,English,No,,,101-1000,76000,76000,76000,25,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,15,5,Lead,,Go,"Kotlin,PHP,SQL,Kubernetes,Docker",5,English,No,,,1000+,83000,93000,85000,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,4,1,Middle,,Java,"Javascript / Typescript,AWS",,English,No,,,1000+,67000,75000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Software / Solutions Architect,,15,5,Lead,,Python,"Kubernetes,Terraform,Docker,Other,AWS,Azure,SQL,Python,Google Cloud",5,English,No,,,1000+,100000,115000,10000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,11,5,Senior,,Java,"Java / Scala,Kotlin,Kubernetes,Terraform,AWS,Docker",0,English,No,,,1000+,84800,97300,70000,27,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,5,Lead,,Python,"SQL,Docker,Terraform,AWS,Java / Scala,Python",0,"English,Russian",No,,,101-1000,105000,110000,85000,30,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,10,4,Senior,,Python,"Java / Scala,SQL,AWS,Kubernetes,Terraform,Docker",1,English,No,,,1000+,80000,80000,80000,25,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,10,5,Senior,,Go,"Python, React,Kubernetes,Terraform,Docker,AWS,NodeJS,Javascript / Typescript",3,English,Yes,,,51-100,90000,90000,80000,26,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,11,11,Lead,,Python,"Python,SQL,AWS,Docker,Kubernetes,Terraform",5,"English,German",Yes,,,1000+,76000,90000,90000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,2,2,Junior,,Bash,"Kubernetes,Terraform,AWS",0,English,Yes,,,1000+,57000,66000,45000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,12,12,Lead,,Rust,"Rust,Google Cloud,Kubernetes,Docker,Other",3,"English,German",No,,,1000+,130000,330000,330000,30,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,3,3,Middle,,Python,"AWS,Google Cloud,Docker",0,English,No,,,1000+,70000,80000,47000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,8,4,Senior,,Python,"SQL,AWS,Docker",0,English,No,,,1000+,90000,43000,73000,27,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,13,3,Senior,,Java,"Go,AWS,Kubernetes,Terraform,Docker",0,English,No,,,101-1000,100000,150000,78000,28,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,11,5,Senior,,JavaScript / Typescript," React,Swift,Javascript / Typescript",0,English,No,,,11-50,65000,65000,,,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,11,3,Senior,,JavaScript / Typescript,"Java / Scala,Kotlin,Docker,SQL",3,English,No,,,101-1000,69000,69000,63000,30,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,5,0,Middle,,Python,SQL,0,English,No,,,101-1000,70000,70000,,unlimited,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,2,2,Senior,,Python,Python,0,English,No,,,11-50,85000,85000,,28,,,,,,
,Berlin,,,,,Self-employed (freelancer),,BI Developer / Data Engineer,,10,4,Senior,,Python,"SQL,AWS,Kubernetes,Docker,Other",1,"English,German",No,,,51-100,,,,,105,40,40,0,,
,Berlin,,,,,Full-time employee,,Software Engineer,,7,5,Lead,,Swift,,0,English,No,,,101-1000,92000,110000,85000,25,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,7,2,Middle,,Python,"Javascript / Typescript,SQL,AWS,Terraform,Other,Docker",1,"English,German,Russian",No,,,1000+,69000,69000,68000,30,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,4,2,Senior,,Python,"C / C++,C# / .NET core,Docker,AWS,Azure,Python",2,English,No,,,up to 10,65,75,45,28,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,10,7,Lead,,Python,"C / C++,Docker",5,"English,German",No,,,1000+,90000,90000,81000,30,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,4,4,Middle,,JavaScript / Typescript," React,Javascript / Typescript,Docker,NodeJS",4,English,No,,,101-1000,63000,5000,,30,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,1,1,Junior,,Python,Other,0,"English,German",Yes,,,11-50,50000,55000,,24,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,10,10,Senior,,Bash,"SQL,Azure,Kubernetes,Terraform,Docker,Other",1,German,Yes,,,101-1000,55000,55000,50000,28,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,10,3,Lead,,Kotlin,Java / Scala,3,English,No,,,1000+,100000,120000,90000,27,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,10,1,Senior,,Other,"Python,SQL,Kubernetes,Docker",1,"English,German,Russian",Yes,Magik,,1000+,65000,0,0,30,,,,,,
,Berlin,,,,,Full-time employee,,Mobile Developer,,7,1,Senior,,Swift,,0,"Russian,English",No,,,101-1000,90000,100000,75000,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,7,3,Senior,,JavaScript / Typescript," React,Javascript / Typescript,NodeJS",2,"English,Russian",No,,,51-100,84000,84000,75000,27,,,,,,
,Berlin,,,,,Full-time employee,,Engineering Manager,,20,11,Head,,C / C++,Python,11,"English,Russian",No,,,1000+,100000,120000,117000,30,,,,,,
,Berlin,,,,,Full-time employee,,Other,Researcher,3,1,Junior,,Other,Python,1,"English,German",Yes,Matlab,,101-1000,50000,50500,,30,,,,,,
,Berlin,,,,,Full-time employee,,Mobile Developer,,3,3,Middle,,Swift,Other,2,English,No,,,1000+,47000,47000,44000,30,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,5,1,Middle,,Python,"Kubernetes,Terraform,Docker,AWS",0,"English,Russian",No,,,101-1000,60000,70000,,28,,,,,,
,Berlin,,,,,Full-time employee,,BI Developer / Data Engineer,,6,1,Senior,,Python,"SQL,Google Cloud,Docker,Terraform,Kubernetes",0,English,No,,,1000+,80000,110000,,25,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,8,5,Senior,,Python,"SQL,SAP / ABAP,AWS,Python",0,"German,English,Russian",Yes,,,1000+,83000,60000,80000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,9,3,Senior,,Python,"Go,Docker,Terraform,Other,AWS",0,"English,German,Russian",No,,,101-1000,57000,66800,66000,30,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,14,10,Senior,,Kotlin,Swift,0,English,No,,,101-1000,70000,90000,90000,24,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,6,6,Senior,,Python,"SQL,AWS,Terraform,Docker,Other",1,English,Yes,,,101-1000,81000,81000,69000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,7,3,Lead,,Go,"Kubernetes,Terraform,Docker,AWS",1,English,No,,,1000+,108000,140000,90000,28,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,10,5,Lead,,PHP,,4,"English,German,Russian",No,,,101-1000,85000,85000,78000,30,,,,,,
,Berlin,,,,,Full-time employee,,Mobile Developer,,9,5,Senior,,Kotlin,Java / Scala,2,English,No,,,101-1000,90000,90000,73000,35,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,9,3,Lead,,Java,"SQL,Java / Scala",2,English,No,,,101-1000,60000,60000,,27,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,5,2,Lead,,Other,"Javascript / Typescript,Kotlin,Python",2,English,No,Manual QA,,51-100,67000,67000,57000,26,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,12,3,Senior,,Java,"Kotlin,SQL,AWS,Kubernetes,Terraform,Docker",1,English,No,,,101-1000,75000,75000,65000,30,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,7,7,Lead,,Java,"Python,Java / Scala,Javascript / Typescript,Go,AWS,Kubernetes,Terraform,Docker",2,"English,German",Yes,,,101-1000,80000,80000,74000,27,,,,,,
,Berlin,,,,,Full-time employee,,ML Engineer,,9,1,Middle,,Python,".NET,Javascript / Typescript",0,English,Yes,,,1000+,70000,0,0,25,,,,,,
,Berlin,,,,,Full-time employee,,Other,CISO,13,7,Other,C-level,Rust,"Javascript / Typescript,AWS,Google Cloud,Azure,Kubernetes,Terraform,Docker,Other",4,"English,Russian",No,,,101-1000,125000,250000,150000,28,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,5,Senior,,PHP,,2,English,No,,,101-1000,90000,90000,90000,28,,,,,,
,Berlin,,,,,Full-time employee,,Other,Technical Account Manager (Support),12,0,Middle,,Python,SQL,0,English,No,,,101-1000,50000,50000,,28,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,1,1,Junior,,JavaScript / Typescript,,1,English,No,,,1000+,45000,45000,45000,28,,,,,,
,Berlin,,,,,Full-time employee,,Other,Data Analyst,3,3,Middle,,Python,"Python,Javascript / Typescript",1,"English,German",Yes,,,1000+,40000,40000,,26,,,,,,
,Berlin,,,,,Full-time employee,,Data Scientist,,4,4,Middle,,Python,"SQL,AWS,Google Cloud,Docker",0,"English,German",Yes,,,101-1000,63750,70000,52000,30,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,5,2,Middle,,JavaScript / Typescript," React,Angular",0,English,No,,,101-1000,65000,75000,60000,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,5,2,Senior,,Python,"Azure,Docker,Other",0,English,No,,,101-1000,66000,76000,59000,30,,,,,,
,Berlin,,,,,Full-time employee,,Software Engineer,,15,0,Senior,,Ruby,"Javascript / Typescript,Go",0,English,No,,,up to 10,80000,0,0,21,,,,,,
,Berlin,,,,,Full-time employee,,Tech Lead / Team Lead,,4,3,Lead,,Kotlin,"Java / Scala,Kotlin,AWS,Kubernetes,Terraform",3,English,No,,,1000+,105000,115000,100000,30,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,7,2,Senior,,Other,"SQL,Other,Python",0,English,No,,,101-1000,50000,0,,24,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,9,8,Senior,,JavaScript / Typescript,"Angular, React,AWS,Terraform",2,English,No,,,1000+,87000,100000,78000,26,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,15,8,Lead,,Java,,8,"English,Russian,German",No,,,11-50,53000,55000,55000,28,,,,,,
,Berlin,,,,,Full-time employee,,Backend Developer,,10,3,Senior,,Go,"Python,SQL,AWS,Terraform,Docker,Kubernetes",0,"English,Russian",No,,,1000+,78000,83000,72000,24,,,,,,
,Berlin,,,,,Full-time employee,,Product Manager,,4,2,Middle,,Other,,2,English,No,,,51-100,65000,68000,,28,,,,,,
,Berlin,,,,,Full-time employee,,QA Engineer,,8,3,Middle,,JavaScript / Typescript,,1,English,No,,,51-100,55000,55000,42000,24,,,,,,
,Berlin,,,,,Full-time employee,,DevOps,,10,1,Middle,,Other,"Python,Kubernetes,Terraform,Docker",0,"English,Russian",No,yaml,,101-1000,85000,85000,,30,,,,,,
,Berlin,,,,,Full-time employee,,Frontend Developer,,13,3,Middle,,JavaScript / Typescript,Angular,1,"English,German",No,,,11-50,55000,0,0,30,,,,,,
